test.a test.b sim.mean sim.sem
0.59 0.55 0.500000007849572 6.18710918043441e-09
0.6 0.55 0.500000010399709 4.15040557915968e-08
0.61 0.55 0.500000014557334 1.44852963475988e-08
0.62 0.55 0.499999213134753 5.75718117215177e-07
0.63 0.55 0.499999743508746 2.59469665718947e-07
0.64 0.55 0.500000007287799 5.89447324253188e-09
0.65 0.55 0.500000013719265 1.32013520780962e-08
0.66 0.55 0.499991557969922 8.42292041554085e-06
0.67 0.55 0.500000011839594 1.25014205092509e-08
0.68 0.55 0.49999876779766 1.23216372853259e-06
0.69 0.55 0.500000016981518 1.19975919587044e-08
0.7 0.55 0.49999995524386 4.48836020506977e-08
0.71 0.55 0.499999913270391 2.90864778907078e-07
0.72 0.55 0.500000027712187 2.34408853305793e-08
0.73 0.55 0.499997501388736 1.82976984883052e-06
0.74 0.55 0.499999714966697 2.94914612250003e-07
0.75 0.55 0.500000012662142 1.20698535801893e-08
0.76 0.55 0.499999999020909 8.35628963392469e-10
0.77 0.55 0.49999999950528 3.0099011690249e-10
0.78 0.55 0.499997973961654 1.64696715755509e-06
0.79 0.55 0.500000003774538 3.8059095458e-09
0.8 0.55 0.500013535156929 9.58207685138962e-06
0.81 0.55 0.500000001227488 1.32241880405947e-08
0.82 0.55 0.500000000012289 1.72988596011375e-11
0.83 0.55 0.500000016615752 1.1875881029717e-08
0.84 0.55 0.499999468842798 5.30949820665125e-07
0.85 0.55 0.50001279441129 1.27924800011247e-05
0.86 0.55 0.499998288165975 1.56183530113255e-06
0.87 0.55 0.499999608571469 3.89862421543594e-07
0.88 0.55 0.500000661921519 2.48522482912692e-06
0.89 0.55 0.500162464172348 0.000148075532859886
0.9 0.55 0.499997655469388 4.39875653926018e-06
0.91 0.55 0.500000094543278 1.12411572739838e-07
0.92 0.55 0.500005193690818 1.11735497808325e-05
0.93 0.55 0.499744122429938 0.000213784205691475
0.94 0.55 0.500025328175781 2.49845608444429e-05
0.95 0.55 0.499972029825274 0.00015733592915315
0.5 0.56 0.500000260015201 2.58301586757285e-07
0.51 0.56 0.500018261088761 1.82623768652774e-05
0.52 0.56 0.499998946590995 1.05288208568275e-06
0.53 0.56 0.499999993544738 6.8171867783162e-09
0.54 0.56 0.499999968556858 3.09227319803935e-08
0.55 0.56 0.499999999990487 7.9785537932839e-12
0.56 0.56 0.500000261487824 2.59225251618708e-07
0.57 0.56 0.499999999872986 1.08915819483086e-10
0.58 0.56 0.500000065089728 7.15101851870407e-08
0.59 0.56 0.500000001693632 4.24129325190944e-09
0.6 0.56 0.499999053652754 9.95940521667119e-07
0.61 0.56 0.500000002125262 1.97819857977482e-09
0.62 0.56 0.500000001703085 1.70307665139124e-09
0.63 0.56 0.499999542432366 4.69022882487307e-07
0.64 0.56 0.499999999337034 6.53248994724495e-10
0.65 0.56 0.500000000078369 4.42377788402782e-11
0.66 0.56 0.499999962504687 3.81570983018199e-08
0.67 0.56 0.500000041823548 4.18247975694628e-08
0.68 0.56 0.499999494750045 5.01634518986473e-07
0.69 0.56 0.500000007381142 7.30044445355032e-09
0.7 0.56 0.499988402484222 1.15716344565174e-05
0.71 0.56 0.499999607078173 5.00121288444392e-07
0.72 0.56 0.500024166778855 2.63966538663862e-05
0.73 0.56 0.499999922322825 2.05676108574258e-07
0.74 0.56 0.500000063897126 6.39235703417406e-08
0.75 0.56 0.50000001216167 3.08685788601709e-08
0.76 0.56 0.499984627026389 1.96145298094289e-05
0.77 0.56 0.500000063254578 5.72808480761399e-08
0.78 0.56 0.500000835473131 8.34794434188876e-07
0.79 0.56 0.499998473850767 1.5269595324881e-06
0.8 0.56 0.499999994393384 7.4434673963787e-09
0.81 0.56 0.500000004644697 1.5129143964107e-07
0.82 0.56 0.500000040453292 2.56069077286599e-08
0.83 0.56 0.500000000591794 5.9090096589001e-10
0.84 0.56 0.499999939810331 8.64688425797967e-08
0.85 0.56 0.500008121588175 7.70920870548984e-06
0.86 0.56 0.499997103535262 2.5773300165831e-06
0.87 0.56 0.500079059813783 7.91081456363657e-05
0.88 0.56 0.499994564753537 4.79589035387712e-06
0.89 0.56 0.500026026801187 2.0312079815934e-05
0.9 0.56 0.499999985354525 4.54716753745349e-08
0.91 0.56 0.499942511112464 5.67813451396917e-05
0.92 0.56 0.500028086454582 4.29363625348851e-05
0.93 0.56 0.499760813767247 0.000257579960343478
0.94 0.56 0.50000548653767 5.52910180462697e-06
0.95 0.56 0.500269717546063 0.00024581845730649
0.5 0.57 0.499999999975505 2.37630879386339e-11
0.51 0.57 0.499999997345365 2.64140655409252e-09
0.52 0.57 0.499999999618753 3.79454103537775e-10
0.53 0.57 0.499999929317673 6.49687541087949e-08
0.54 0.57 0.499999969168956 6.76130594598916e-08
0.55 0.57 0.49999999645513 4.60106235883316e-09
0.56 0.57 0.500000533474319 5.33491709494725e-07
0.57 0.57 0.499999995835141 7.73510308160058e-09
0.58 0.57 0.499999999725983 1.980032615273e-10
0.59 0.57 0.499997679777839 2.29965595180301e-06
0.6 0.57 0.499999962762372 3.68139035892951e-08
0.61 0.57 0.500000297016705 2.9697392958211e-07
0.62 0.57 0.499976096586095 2.39647974721573e-05
0.63 0.57 0.499997161723013 2.79764187778879e-06
0.64 0.57 0.500004237307072 4.11098326321421e-06
0.65 0.57 0.500003422896524 2.32643901412615e-06
0.66 0.57 0.500000059161859 5.25795421207632e-08
0.67 0.57 0.499999920235433 2.00793175006957e-07
0.68 0.57 0.499992854038763 7.14541570564626e-06
0.69 0.57 0.499999985086184 1.93654623039246e-08
0.7 0.57 0.500000000000213 2.24023098993032e-13
0.71 0.57 0.49999999934174 6.3692099817509e-10
0.72 0.57 0.500000098348798 1.10608920736718e-07
0.73 0.57 0.499999999281887 7.47893760104308e-10
0.74 0.57 0.500000483884244 3.81162182006751e-07
0.75 0.57 0.500000004923228 4.93410304252723e-09
0.76 0.57 0.499999392401635 6.38615618149143e-07
0.77 0.57 0.499999938497475 6.62205932400846e-08
0.78 0.57 0.500000009909955 1.5613030479544e-08
0.79 0.57 0.500012428275789 1.34680110951022e-05
0.8 0.57 0.499998247562704 1.76088862554693e-06
0.81 0.57 0.500000000498812 4.14685671732303e-10
0.82 0.57 0.499999970620935 3.81345324617496e-08
0.83 0.57 0.499999961740356 6.09382187499327e-07
0.84 0.57 0.500000415009573 4.75626058768019e-07
0.85 0.57 0.499998566499786 1.50635870128475e-06
0.86 0.57 0.499999993774055 1.81150767300495e-08
0.87 0.57 0.500000010496563 1.12729125121457e-08
0.88 0.57 0.50000259358554 2.67813074116021e-06
0.89 0.57 0.500000005030477 8.9912961904932e-09
0.9 0.57 0.49999973616973 9.48340889491045e-07
0.91 0.57 0.499995976478726 9.36585565109719e-06
0.92 0.57 0.500004771826857 1.06050045193358e-05
0.93 0.57 0.500001575001612 3.88268300677232e-06
0.94 0.57 0.500001151819467 1.13466049674765e-06
0.95 0.57 0.505013013195874 0.00499988052056112
0.5 0.58 0.500000041974709 5.6443512504256e-08
0.51 0.58 0.499997824331753 2.16785060726843e-06
0.52 0.58 0.500000002263213 2.13723943008745e-09
0.53 0.58 0.500000003579319 3.57909314777996e-09
0.54 0.58 0.499993547403689 6.45086359612214e-06
0.55 0.58 0.500000017720655 1.7692605538705e-08
0.56 0.58 0.499999875530165 1.16021722150931e-07
0.57 0.58 0.500000756705475 7.50133228362429e-07
0.58 0.58 0.499999885912104 1.14102395375951e-07
0.59 0.58 0.499980342832236 1.98179505550092e-05
0.6 0.58 0.499999998293999 2.06291395629907e-09
0.61 0.58 0.500000067077673 8.24212937234142e-08
0.62 0.58 0.500000012516916 2.02263252870237e-08
0.63 0.58 0.499999999932054 8.94295081031398e-11
0.64 0.58 0.500000000790274 7.88414329383727e-10
0.65 0.58 0.499998297877061 1.70222193074663e-06
0.66 0.58 0.500000000195309 1.99878647159356e-10
0.67 0.58 0.49999976721371 1.78357897305363e-07
0.68 0.58 0.500000002829398 2.17890652730932e-09
0.69 0.58 0.499999767841504 2.3042152319064e-07
0.7 0.58 0.499999921582672 1.015435031977e-07
0.71 0.58 0.500000011013344 1.09928423384993e-08
0.72 0.58 0.500000150239171 1.50260583174472e-07
0.73 0.58 0.500000000424888 5.02009860824083e-10
0.74 0.58 0.500000624635657 6.68670418668171e-07
0.75 0.58 0.499999994421389 1.46389504394729e-08
0.76 0.58 0.499999923774714 6.57780818168213e-08
0.77 0.58 0.499999940070745 4.97352487947844e-08
0.78 0.58 0.500000043725171 4.34680980898028e-08
0.79 0.58 0.499999995370482 5.73419974486887e-08
0.8 0.58 0.499997354988137 2.64520518870467e-06
0.81 0.58 0.499994624223254 3.61356657341514e-06
0.82 0.58 0.499999488378554 6.32204938932332e-07
0.83 0.58 0.499999817684018 1.83569159693505e-07
0.84 0.58 0.500000031521508 2.10014887005951e-08
0.85 0.58 0.500000059745907 5.59412750412808e-08
0.86 0.58 0.499999871601272 1.16612387861146e-07
0.87 0.58 0.500000233570141 2.1746163924955e-07
0.88 0.58 0.499986170789419 1.38255106228824e-05
0.89 0.58 0.499998191404662 1.48615405409862e-06
0.9 0.58 0.50000159105898 1.41056468662252e-06
0.91 0.58 0.500008164273429 5.39848840078624e-06
0.92 0.58 0.50000004700739 2.32123084413811e-08
0.93 0.58 0.50007186592254 5.08959081032647e-05
0.94 0.58 0.500026462570513 3.8128343230902e-05
0.95 0.58 0.499951055067402 4.91591073263178e-05
0.5 0.59 0.499999990955894 9.04399112309495e-09
0.51 0.59 0.49999999315595 7.00045611817689e-09
0.52 0.59 0.500000136051954 1.13258419088938e-07
0.53 0.59 0.500000183565423 1.86627091158203e-07
0.54 0.59 0.499999978442277 1.91959034246542e-08
0.55 0.59 0.500000025340046 2.28355360204051e-08
0.56 0.59 0.499998386836539 1.76049397258428e-06
0.57 0.59 0.50000002590142 2.56885724706027e-08
0.58 0.59 0.50000390717294 4.21120999490571e-06
0.59 0.59 0.49999999997558 1.917127001408e-11
0.6 0.59 0.500005776768557 5.77680131043634e-06
0.61 0.59 0.50000000172611 3.4481250996942e-09
0.62 0.59 0.499999986812284 1.25674788961383e-07
0.63 0.59 0.499999951211877 4.94649038636437e-08
0.64 0.59 0.499999881171662 1.18800944731114e-07
0.65 0.59 0.499994639570535 5.36147170136913e-06
0.66 0.59 0.499998528908232 1.47103449479548e-06
0.67 0.59 0.499997984623706 2.43625229307365e-06
0.68 0.59 0.500000170501751 2.29327136074578e-07
0.69 0.59 0.500000028035372 2.80449590197397e-08
0.7 0.59 0.50000064509693 7.65321226268246e-07
0.71 0.59 0.499926882975138 7.350828667459e-05
0.72 0.59 0.499999617288122 3.81408930394967e-07
0.73 0.59 0.499999987962121 1.22211000523657e-08
0.74 0.59 0.49999921986086 7.80208396306918e-07
0.75 0.59 0.499999351139446 8.95689111319601e-07
0.76 0.59 0.500000000335527 3.10498743623147e-09
0.77 0.59 0.499999698839887 3.10083882961735e-07
0.78 0.59 0.499999999661812 1.68449140175821e-10
0.79 0.59 0.50000001439282 8.55563979204457e-07
0.8 0.59 0.499999993737709 4.41432443111978e-09
0.81 0.59 0.500000136961604 1.42306760290396e-07
0.82 0.59 0.499998280024403 1.31407799349823e-06
0.83 0.59 0.500000403002002 4.32031252581373e-07
0.84 0.59 0.499999997764214 6.23343878803814e-09
0.85 0.59 0.499999401508167 1.07971404528927e-06
0.86 0.59 0.500000729642055 6.8961005069086e-07
0.87 0.59 0.499999686072393 2.86349893754704e-07
0.88 0.59 0.50001069366317 1.0239147553564e-05
0.89 0.59 0.499982009639502 1.69683933934164e-05
0.9 0.59 0.500000807720917 9.74897151179335e-07
0.91 0.59 0.499965164724765 3.50503668099439e-05
0.92 0.59 0.499998300479145 2.82421329684342e-06
0.93 0.59 0.500013746580124 9.32349574605718e-06
0.94 0.59 0.500053558027048 5.30751587675618e-05
0.95 0.59 0.500043953792027 3.20644057989611e-05
0.5 0.6 0.499999999981526 2.36113626993396e-11
0.51 0.6 0.500001600538603 2.11266968597926e-06
0.52 0.6 0.499999996119904 3.89897888349015e-09
0.53 0.6 0.500000005039752 7.19955638889932e-09
0.54 0.6 0.500003012961169 2.61005812829658e-05
0.55 0.6 0.499956463453976 4.33884861822414e-05
0.56 0.6 0.500000449307042 4.47484733568223e-07
0.57 0.6 0.499999638845611 3.6145753344016e-07
0.58 0.6 0.500000000278197 2.08000630305822e-10
0.59 0.6 0.49999909098334 9.04078967402717e-07
0.6 0.6 0.499999987636951 8.61295810079635e-09
0.61 0.6 0.500000179798049 1.81610698190663e-07
0.62 0.6 0.500004131627561 4.15630813898588e-06
0.63 0.6 0.500000011240034 1.09754471117947e-08
0.64 0.6 0.499999841614278 1.58397760581471e-07
0.65 0.6 0.500000000041006 3.74097045773326e-11
0.66 0.6 0.500000000205813 2.96433285794498e-10
0.67 0.6 0.500000010289154 8.83492572386867e-09
0.68 0.6 0.500000000830823 8.3158683985633e-10
0.69 0.6 0.500000005013312 3.68237117709738e-09
0.7 0.6 0.499996342019688 3.10690884301861e-06
0.71 0.6 0.50000000031151 3.31017647358412e-10
0.72 0.6 0.499999910831402 2.13187119185131e-07
0.73 0.6 0.500000002400585 2.79460510784289e-09
0.74 0.6 0.499999993058843 6.84635586715697e-09
0.75 0.6 0.500000012760421 9.27035401866198e-09
0.76 0.6 0.499999989417711 8.28435013464454e-09
0.77 0.6 0.499999999791508 2.07390223964628e-10
0.78 0.6 0.500000007266783 1.00924847331395e-08
0.79 0.6 0.500000016196199 1.15350901053705e-08
0.8 0.6 0.499999998857266 8.0743570311229e-10
0.81 0.6 0.499999977717278 2.21488787603954e-07
0.82 0.6 0.500000124737166 9.59132899915483e-08
0.83 0.6 0.499999946052654 5.87876389886579e-08
0.84 0.6 0.499999999973838 4.9606276838406e-11
0.85 0.6 0.499982716605752 1.75230934525637e-05
0.86 0.6 0.500000276861925 2.29846468590605e-07
0.87 0.6 0.499970888195176 2.99829884239699e-05
0.88 0.6 0.499997911223773 2.08932826321418e-06
0.89 0.6 0.500016825972358 1.77806656894253e-05
0.9 0.6 0.499999331864931 4.35363599010419e-07
0.91 0.6 0.500007749635529 7.41569808702762e-06
0.92 0.6 0.499906801418649 9.28256889102738e-05
0.93 0.6 0.499999482131639 8.46097158004756e-07
0.94 0.6 0.499994615633723 2.03244850683075e-05
0.95 0.6 0.499187817434996 0.00079607184752174
0.5 0.61 0.499999824077186 1.76263920141996e-07
0.51 0.61 0.499999996770235 3.22432709517859e-09
0.52 0.61 0.500000360389929 4.90867822561605e-07
0.53 0.61 0.499999999964538 2.92666648692012e-11
0.54 0.61 0.499999999756229 2.43827081249895e-10
0.55 0.61 0.499998960478755 1.01216260738021e-06
0.56 0.61 0.500000003142443 3.4319619643524e-09
0.57 0.61 0.499999998207587 1.32630345697713e-09
0.58 0.61 0.500000019787971 2.42320725843236e-08
0.59 0.61 0.500000275722956 2.71986890909867e-07
0.6 0.61 0.500000000071696 9.79514800756539e-10
0.61 0.61 0.500000028441945 2.84664468754675e-08
